,Month,production,value,Retrive,value2
442,1992-11,176.0,8.0,176.0,0.5769540692989525
443,1992-12,188.0,12.0,188.0,0.6091861402095086
444,1993-01,139.0,-49.0,139.0,0.11764705882352944
445,1993-02,143.0,4.0,143.0,0.5447219983883965
446,1993-03,150.0,7.0,150.0,0.5688960515713135
447,1993-04,154.0,4.0,154.0,0.5447219983883965
448,1993-05,137.0,-17.0,137.0,0.3755036261079775
449,1993-06,129.0,-8.0,129.0,0.44802578565672846
450,1993-07,128.0,-1.0,128.0,0.5044319097502015
451,1993-08,140.0,12.0,140.0,0.6091861402095086
452,1993-09,143.0,3.0,143.0,0.5366639806607575
453,1993-10,151.0,8.0,151.0,0.5769540692989525
454,1993-11,177.0,26.0,177.0,0.7219983883964546
455,1993-12,184.0,7.0,184.0,0.5688960515713135
456,1994-01,151.0,-33.0,151.0,0.24657534246575347
457,1994-02,134.0,-17.0,134.0,0.3755036261079775
458,1994-03,164.0,30.0,164.0,0.7542304593070106
459,1994-04,126.0,-38.0,126.0,0.2062852538275584
460,1994-05,131.0,5.0,131.0,0.5527800161160356
461,1994-06,125.0,-6.0,125.0,0.46414182111200647
462,1994-07,127.0,2.0,127.0,0.5286059629331185
463,1994-08,143.0,16.0,143.0,0.6414182111200646
464,1994-09,143.0,0.0,143.0,0.5124899274778405
465,1994-10,160.0,17.0,160.0,0.6494762288477035
466,1994-11,190.0,30.0,190.0,0.7542304593070106
467,1994-12,182.0,-8.0,182.0,0.44802578565672846
468,1995-01,138.0,-44.0,138.0,0.15793714746172444
469,1995-02,136.0,-2.0,136.0,0.4963738920225625
470,1995-03,152.0,16.0,152.0,0.6414182111200646
471,1995-04,127.0,-25.0,127.0,0.31103948428686545
472,1995-05,151.0,24.0,151.0,0.7058823529411765
473,1995-06,130.0,-21.0,130.0,0.3432715551974215
474,1995-07,119.0,-11.0,119.0,0.42385173247381147
475,1995-08,153.0,34.0,153.0,0.7864625302175665
